0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:27:55 +0530] "GET /employeeapp/changepassword.html HTTP/1.1" 200 753
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:28:27 +0530] "POST /employeeapp/changepassword HTTP/1.1" 200 139
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:28:30 +0530] "GET /employeeapp/logout HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:29:58 +0530] "POST /employeeapp/login HTTP/1.1" 200 139
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:30:00 +0530] "GET /employeeapp/logout HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:30:17 +0530] "POST /employeeapp/login HTTP/1.1" 200 139
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:30:21 +0530] "GET /employeeapp/home HTTP/1.1" 200 139
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:30:23 +0530] "GET /employeeapp/logout HTTP/1.1" 200 554
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:30:30 +0530] "POST /employeeapp/login HTTP/1.1" 200 70
0:0:0:0:0:0:0:1 - - [16/Nov/2019:17:53:15 +0530] "GET /employeeapp/search HTTP/1.1" 500 553
127.0.0.1 - - [16/Nov/2019:19:42:58 +0530] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [16/Nov/2019:19:43:00 +0530] "GET /employeeapp/Login1.html HTTP/1.1" 200 4167
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:10:32 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2093
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:11:15 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2079
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:11:15 +0530] "GET /employeeapp/WebContent/two.css HTTP/1.1" 404 1112
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:12:20 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2111
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:13:00 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2111
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:13:27 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2111
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:14:21 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2111
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:16:00 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2111
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:18:06 +0530] "GET /employeeapp/WEB-INF/classes/com/ustglobal/employeewebapp/dao/EmployeeDAO.java HTTP/1.1" 404 1047
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:18:17 +0530] "GET /employeeapp/one.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:22:33 +0530] "GET /employeeapp/one.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:22:40 +0530] "GET /employeeapp/ HTTP/1.1" 404 1090
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:26:23 +0530] "GET /employeeapp/one.html HTTP/1.1" 200 2125
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:41:54 +0530] "GET /employeeapp/one.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:19 +0530] "GET /employeeapp/one.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:54 +0530] "GET /employeeapp/ HTTP/1.1" 200 5575
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 124962
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/fonts/font-awesome-4.7.0/css/font-awesome.min.css HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/fonts/iconic/css/material-design-iconic-font.min.css HTTP/1.1" 200 70815
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/animate/animate.css HTTP/1.1" 200 23848
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/css-hamburgers/hamburgers.min.css HTTP/1.1" 200 19686
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/select2/select2.min.css HTTP/1.1" 200 15196
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/animsition/css/animsition.min.css HTTP/1.1" 200 27478
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/daterangepicker/daterangepicker.css HTTP/1.1" 200 8163
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/css/util.css HTTP/1.1" 200 86814
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/css/main.css HTTP/1.1" 200 9716
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:55 +0530] "GET /employeeapp/vendor/jquery/jquery-3.2.1.min.js HTTP/1.1" 200 86659
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/animsition/js/animsition.min.js HTTP/1.1" 200 5615
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/bootstrap/js/popper.js HTTP/1.1" 200 81670
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 51143
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/select2/select2.min.js HTTP/1.1" 200 66664
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/daterangepicker/moment.min.js HTTP/1.1" 200 46645
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/daterangepicker/daterangepicker.js HTTP/1.1" 200 69776
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/vendor/countdowntime/countdowntime.js HTTP/1.1" 200 1340
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/js/main.js HTTP/1.1" 200 1818
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:56 +0530] "GET /employeeapp/fonts/poppins/Poppins-Regular.ttf HTTP/1.1" 200 145312
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:57 +0530] "GET /employeeapp/fonts/poppins/Poppins-Medium.ttf HTTP/1.1" 200 143516
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:57 +0530] "GET /employeeapp/images/bg-01.jpg HTTP/1.1" 200 114272
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:58 +0530] "GET /employeeapp/fonts/poppins/Poppins-Bold.ttf HTTP/1.1" 200 141260
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:58 +0530] "GET /employeeapp/fonts/font-awesome-4.7.0/fonts/fontawesome-webfont.eot? HTTP/1.1" 200 165742
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:48:58 +0530] "GET /employeeapp/fonts/iconic/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.1" 200 50312
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:27 +0530] "GET /employeeapp/login.html HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:31 +0530] "GET /employeeapp/login.html HTTP/1.1" 200 553
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/vendor/bootstrap/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [16/Nov/2019:20:50:37 +0530] "GET /employeeapp/fonts/font-awesome-4.7.0/css/font-awesome.min.css HTTP/1.1" 304 -
